Column1;Season;Episode;Sentence;Name;N_serie;N_Season;Emision Date
13430;Season 4;mockingbird;Thought I stole one of his toys I didnt steal it I was just playing with it The pain was bad The smell was worse But the worst thing was that it was my brother who did it My father, who protected him told everyone my bedding caught fire You think youre on your own?;sandor;37;7;18/05/2014
13431;Season 4;mockingbird;Let me wash it out and help you sew it up at least;arya;37;7;18/05/2014
13432;Season 4;mockingbird;Bit of comfort never hurt anyone Weve been sleeping in ditches the last few weeks I think we can treat ourselves to a featherbed for the night and a hot meal not cooked by you;brienne;37;7;18/05/2014
13433;Season 4;mockingbird;Couldnt agree more, my lady;podrick;37;7;18/05/2014
13434;Season 4;mockingbird;Just dont start expecting silk underclothes Not working for your former lord any longer;brienne;37;7;18/05/2014
13435;Season 4;mockingbird;Yes, my lady;podrick;37;7;18/05/2014
13436;Season 4;mockingbird;Dont get drunk;brienne;37;7;18/05/2014
13437;Season 4;mockingbird;No, my lady;podrick;37;7;18/05/2014
13438;Season 4;mockingbird;Can I get you anything else?;hot pie;37;7;18/05/2014
13439;Season 4;mockingbird;No, this will do nicely, thank you Kidney pie is wonderful;brienne;37;7;18/05/2014
13440;Season 4;mockingbird;Thanks I do my best;hot pie;37;7;18/05/2014
13441;Season 4;mockingbird;A good kidney pie is all about the ingredients Flour, lard, water, eggs, milk Easy enough But the meat, peacetime or not, getting your hands on a good bottom round steak and calves kidneys is not easy I mean, some people settle for plain old beef kidneys Got no right to cook anything, them Oh, and the gravy Dont get me started on the gravy Very difficult to get right See, a lot of people give up on the gravy You cannot give up on the gravy No gravy, no pie Simple as that Thats nice armor Are you a knight?;hot pie;37;7;18/05/2014
13442;Season 4;mockingbird;No;brienne;37;7;18/05/2014
13443;Season 4;mockingbird;Oh, its just people with armor are usually knights Generally speaking From Kings Landing, though, arent you? From there myself originally Flea Bottom born and bred What brings you to these parts?;hot pie;37;7;18/05/2014
13444;Season 4;mockingbird;Were looking for someone;brienne;37;7;18/05/2014
13445;Season 4;mockingbird;Someone in particular? Maybe they came in here A lot of people come in here Just the other day we had 17-;hot pie;37;7;18/05/2014
13446;Season 4;mockingbird;A girl, tall, red hair, very pretty Her name is Sansa Stark, but she may be using a different name;brienne;37;7;18/05/2014
13447;Season 4;mockingbird;Starks? What, like them lot from Winterhell ?;hot pie;37;7;18/05/2014
13448;Season 4;mockingbird;sNo, aint seen anyone like that I heard they was all traitors Dont need no traitors in here;hot pie;37;7;18/05/2014
13449;Season 4;mockingbird;I pledged my life to their mother Catelyn Stark I swore to her Id bring her daughters home;brienne;37;7;18/05/2014
13450;Season 4;mockingbird;Sure I cant get you a bit more kidney pie?;hot pie;37;7;18/05/2014
13451;Season 4;mockingbird;What?;brienne;37;7;18/05/2014
13452;Season 4;mockingbird;Its nothing, my lady;podrick;37;7;18/05/2014
13453;Season 4;mockingbird;You wouldnt be screwing your face up like that if it was nothing;brienne;37;7;18/05/2014
13454;Season 4;mockingbird;Dont want to offend, my lady Truly, I dont;podrick;37;7;18/05/2014
13455;Season 4;mockingbird;Youre not interesting enough to be offensive;brienne;37;7;18/05/2014
13456;Season 4;mockingbird;The Lannisters want Lady Sansa The Lannisters have money People kill for money I dont think we should be telling people were searching for Lady Sansa;podrick;37;7;18/05/2014
13457;Season 4;mockingbird;My lady My lord Could I have a word?;hot pie;37;7;18/05/2014
13458;Season 4;mockingbird;What about? Not kidney pie;brienne;37;7;18/05/2014
13459;Season 4;mockingbird;You seem like a proper lady Someone who could be trusted I never met no Sansa Stark But I know her sister Arya;hot pie;37;7;18/05/2014
13460;Season 4;mockingbird;No ones seen Arya Stark since her father was beheaded Shes presumed dead;brienne;37;7;18/05/2014
13461;Season 4;mockingbird;She werent when I last spoke to her;hot pie;37;7;18/05/2014
13462;Season 4;mockingbird;When was that?;brienne;37;7;18/05/2014
13463;Season 4;mockingbird;Heading up north with the Nights Watch She was all dressed up as a boy Like your ladyship, only without the armor Going by the name Arry;hot pie;37;7;18/05/2014
13464;Season 4;mockingbird;So what happened to her?;brienne;37;7;18/05/2014
13465;Season 4;mockingbird;Well-;hot pie;37;7;18/05/2014
13466;Season 4;mockingbird;The quick version;brienne;37;7;18/05/2014
13467;Season 4;mockingbird;The Lannisters took us prisoner We escaped The Brotherhood took us prisoner They sold me to the innkeep They were gonna sell Arya to her mother at Riverrun along with another prisoner Big ugly fellow Foul mouth and a face like a half-burnt ham Not friendly;hot pie;37;7;18/05/2014
13468;Season 4;mockingbird;The Hound;podrick;37;7;18/05/2014
13469;Season 4;mockingbird;Thats the one If you find her, could you give her this? She liked the last one I gave her, but, well, this one turned out better;hot pie;37;7;18/05/2014
13470;Season 4;mockingbird;Um, you were saying?;brienne;37;7;18/05/2014
13471;Season 4;mockingbird;Her mothers dead, grandfathers dead, Walder Frey is the new lord of Riverrun The Brotherhood isnt going to Riverrun;ings road brienne;37;7;18/05/2014
13472;Season 4;mockingbird;Theyll take her to the Eyrie, my lady;podrick;37;7;18/05/2014
13473;Season 4;mockingbird;Why the Eyrie?;brienne;37;7;18/05/2014
13474;Season 4;mockingbird;Her aunt, Lysa Arryn Catelyn Starks sister Shes Aryas last living relative with money She hates the Lannisters Lord Tyrion made sure I knew which house married which and who hated who;podrick;37;7;18/05/2014
13475;Season 4;mockingbird;Sansa could be there, too;brienne;37;7;18/05/2014
13476;Season 4;mockingbird;Aye, my lady Could be;podrick;37;7;18/05/2014
13477;Season 4;mockingbird;You sure about this?;brienne;37;7;18/05/2014
13478;Season 4;mockingbird;No;podrick;37;7;18/05/2014
13479;Season 4;mockingbird;I imagined youd be back at the brothel at this hour;tyrion;37;7;18/05/2014
13480;Season 4;mockingbird;I did spend some time with an absolutely stunning blonde the other day;oberyn;37;7;18/05/2014
13481;Season 4;mockingbird;Mm, do tell Ive got every kind of filth down here except the kind I like;tyrion;37;7;18/05/2014
13482;Season 4;mockingbird;Your sister;oberyn;37;7;18/05/2014
13483;Season 4;mockingbird;Oh;tyrion;37;7;18/05/2014
13484;Season 4;mockingbird;Cersei approached me We spoke a great deal about her daughter How worried your sister is about her She was trying very hard to pretend she had not come to sway me against you I think she may have even believed it herself;oberyn;37;7;18/05/2014
13485;Season 4;mockingbird;Making honest feelings do dishonest work is one of her many gifts;tyrion;37;7;18/05/2014
13486;Season 4;mockingbird;It was difficult for her to hide her true intentions It is rare to meet a Lannister who shares my enthusiasm for dead Lannisters She desperately wants to see you killed;oberyn;37;7;18/05/2014
13487;Season 4;mockingbird;She didnt need to bother you It looks as though Ive taken care of that myself The joy she will feel when my head leaves my neck Shes wanted this for a long time;tyrion;37;7;18/05/2014
13488;Season 4;mockingbird;Yes, I know We met, you and I Many years ago;oberyn;37;7;18/05/2014
13489;Season 4;mockingbird;I think I would have remembered that;tyrion;37;7;18/05/2014
13490;Season 4;mockingbird;Unlikely You had just been born Our father brought me and my sister Elia with him on a visit to Casterly Rock My first time away from Dorne I didnt like anything about the Rock Not the food, not the weather, your accents Nothing But the biggest disappointment you;oberyn;37;7;18/05/2014
13491;Season 4;mockingbird;You and my family have more in common than you might admit;tyrion;37;7;18/05/2014
13492;Season 4;mockingbird;The whole way from Dorne all anyone talked about was the monster that had been born to Tywin Lannister A head twice the size of his body, a tail between his legs, claws, one red eye, the privates of both a girl and a boy;oberyn;37;7;18/05/2014
13493;Season 4;mockingbird;That would have made things so much easier;tyrion;37;7;18/05/2014
13494;Season 4;mockingbird;When we met your sister, she promised she would show you to us Every day we would ask Every day she would say, Soon Then she and your brother took us to your nursery and she unveiled the freak Your head was a bit large Your arms and legs were a bit small, but no claw No red eye No tail between your legs Just a tiny pink cock We didnt try to hide our disappointment Thats not a monster, I told Cersei Thats just a baby And she said, He killed my mother And she pinched your little cock so hard, I thought she might pull it off Until your brother made her stop It doesnt matter, she told us Everyone says he will die soon I hope they are right He should not have lived this long;oberyn;37;7;18/05/2014
13495;Season 4;mockingbird;Well sooner or later, Cersei always gets what she wants;tyrion;37;7;18/05/2014
13496;Season 4;mockingbird;And what about what I want? Justice for my sister and her children;oberyn;37;7;18/05/2014
13497;Season 4;mockingbird;If you want justice, youve come to the wrong place;tyrion;37;7;18/05/2014
13498;Season 4;mockingbird;I disagree;oberyn;37;7;18/05/2014
13499;Season 4;mockingbird;Ive come to the perfect place I want to bring those who have wronged me to justice And all those who have wronged me are right here I will begin with Ser Gregor Clegane, who killed my sisters children and then raped her with their blood still on his hands before killing her, too I will be your champion;oberyn;37;7;18/05/2014
13500;Season 4;mockingbird;Hello, Robin;sansa;37;7;18/05/2014
13501;Season 4;mockingbird;What are you doing?;robin;37;7;18/05/2014
13502;Season 4;mockingbird;Im building my home, Winterfell At least I think I am I havent been back there in a very long time;sansa;37;7;18/05/2014
13503;Season 4;mockingbird;Why did you leave?;robin;37;7;18/05/2014
13504;Season 4;mockingbird;Its a long story;sansa;37;7;18/05/2014
13505;Season 4;mockingbird;I stay here in the Eyrie Mother says its dangerous on the roads and I have to keep myself safe because Im the Lord of the Vale and the Lord of the Vale is a very important person;robin;37;7;18/05/2014
13506;Season 4;mockingbird;Yes, you certainly are;sansa;37;7;18/05/2014
13507;Season 4;mockingbird;When will you go back?;robin;37;7;18/05/2014
13508;Season 4;mockingbird;Probably never My family doesnt live there anymore and someone burned it down;sansa;37;7;18/05/2014
13509;Season 4;mockingbird;Oh Does Winterfell have a Moon Door?;robin;37;7;18/05/2014
13510;Season 4;mockingbird;No, Im afraid not Its not high up in the mountains Its down on the ground;sansa;37;7;18/05/2014
13511;Season 4;mockingbird;That sounds dangerous How do you make people fly?;robin;37;7;18/05/2014
13512;Season 4;mockingbird;We dont;sansa;37;7;18/05/2014
13513;Season 4;mockingbird;What do you do with all the bad people and the scary people and the people you dont like?;robin;37;7;18/05/2014
13514;Season 4;mockingbird;I never did anything with them at all Girls didnt take part in that where I came from;sansa;37;7;18/05/2014
13515;Season 4;mockingbird;Well, Im Lord of the Vale When I grow up, Ill be able to fly anybody who bothers me Or you When we get married, you can tell me if you dont like somebody and then we can bring them back here and, whoosh! Right through the Moon Door;robin;37;7;18/05/2014
13516;Season 4;mockingbird;I like the sound of that;sansa;37;7;18/05/2014
13517;Season 4;mockingbird;Lets put a Moon Door in your Winterfell;robin;37;7;18/05/2014
13518;Season 4;mockingbird;All right;sansa;37;7;18/05/2014
13519;Season 4;mockingbird;It can go in here in this big tower;robin;37;7;18/05/2014
13520;Season 4;mockingbird;Careful Youve ruined it Now Im going to have to rebuild the whole thing;sansa;37;7;18/05/2014
13521;Season 4;mockingbird;I didnt ruin it;robin;37;7;18/05/2014
13522;Season 4;mockingbird;You did;sansa;37;7;18/05/2014
13523;Season 4;mockingbird;It was already ruined because it didnt have a Moon Door I was fixing it;robin;37;7;18/05/2014
13524;Season 4;mockingbird;Knocking things down isnt fixing them Its ruining them;sansa;37;7;18/05/2014
13525;Season 4;mockingbird;I didnt ruin it;robin;37;7;18/05/2014
13526;Season 4;mockingbird;Youre being stupid;sansa;37;7;18/05/2014
13527;Season 4;mockingbird;I didnt ruin it;robin;37;7;18/05/2014
13528;Season 4;mockingbird;Robin, Im sorry, I-;sansa;37;7;18/05/2014
13529;Season 4;mockingbird;Children;littlefinger;37;7;18/05/2014
13530;Season 4;mockingbird;I hit him;sansa;37;7;18/05/2014
13531;Season 4;mockingbird;Yes, I saw;littlefinger;37;7;18/05/2014
13532;Season 4;mockingbird;I shouldnt have done that;sansa;37;7;18/05/2014
13533;Season 4;mockingbird;No, his mother should have a long time ago Consider it a step in the right direction;littlefinger;37;7;18/05/2014
13534;Season 4;mockingbird;If he tells Aunt Lysa.;sansa;37;7;18/05/2014
13535;Season 4;mockingbird;Let me worry about Aunt Lysa;littlefinger;37;7;18/05/2014
13536;Season 4;mockingbird;I was trying to remember what everything looked like Ill never see it again;sansa;37;7;18/05/2014
13537;Season 4;mockingbird;A lot can happen between now and never If you want to build a better home, first you must demolish the old one;littlefinger;37;7;18/05/2014
13538;Season 4;mockingbird;Why did you really kill Joffrey? Tell me why;sansa;37;7;18/05/2014
13539;Season 4;mockingbird;I loved your mother more than you could ever know Given the opportunity, what do we do to those whove hurt the ones we love? In a better world, one where love could overcome strength and duty, you might have been my child But we dont live in that world;littlefinger;37;7;18/05/2014
